Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
6,Ottawa Senators,Mika Zibanejad\zibanmi01,SE,C,18,2020,Djurgarden (Sweden),548,176,208,384,-28,155,,,,,,,41.9
7,Winnipeg Jets,Mark Scheifele\scheima01,CA,C,18,2020,Barrie (OHL),519,180,264,444,83,225,,,,,,,52.0
8,Philadelphia Flyers,Sean Couturier\coutuse01,US,C,18,2020,Drummondville (QMJHL),647,156,246,402,92,255,,,,,,,41.6
9,Boston Bruins,Dougie Hamilton\hamildo01,CA,D,18,2020,Niagara (OHL),552,96,203,299,52,355,,,,,,,56.3
10,Minnesota Wild,Jonas Brodin\brodijo01,SE,D,18,2020,Farjestad (Sweden),555,30,116,146,47,162,,,,,,,35.0
11,Colorado Avalanche,Duncan Siemens\siemedu01,CA,D,18,2018,Saskatoon (WHL),20,1,1,2,-7,25,,,,,,,0.0
12,Carolina Hurricanes,Ryan Murphy\murphry01,CA,D,18,2019,Kitchener (OHL),175,8,35,43,-27,54,,,,,,,7.2
13,Calgary Flames,Sven Baertschi\baertsv01,CH,LW,18,2020,Portland (WHL),291,66,72,138,-33,78,,,,,,,14.6
14,Dallas Stars,Jamie Oleksiak\oleksja01,CA,D,18,2020,Northeastern (H-East),313,18,40,58,-11,255,,,,,,,11.1
15,New York Rangers,J.T. Miller\millejt01,US,C,18,2020,USA U-18 (USHL),504,122,187,309,34,233,,,,,,,32.9
16,Buffalo Sabres,Joel Armia\armiajo01,FI,RW,18,2020,Assat (Finland),295,55,56,111,-1,96,,,,,,,9.7
17,Montreal Canadiens,Nathan Beaulieu\beaulna01,CA,D,18,2020,Saint John (QMJHL),370,12,77,89,21,256,,,,,,,19.1
18,Chicago Blackhawks,Mark McNeill\mcneima01,CA,C,18,2017,Prince Albert (WHL),2,0,0,0,-1,0,,,,,,,-0.1
19,Edmonton Oilers,Oscar Klefbom\klefbos01,SE,D,18,2020,Farjestad (Sweden),378,34,122,156,-64,74,,,,,,,23.2
20,Phoenix Coyotes,Connor Murphy\murphco02,US,D,18,2020,USA U-18 (USHL),444,25,70,95,-19,246,,,,,,,18.5
21,Ottawa Senators,Stefan Noesen\noesest01,US,RW,18,2020,Plymouth (OHL),199,31,23,54,-2,120,,,,,,,5.3
22,Toronto Maple Leafs,Tyler Biggs\biggsty01,US,RW,18,,USA U-18 (USHL),,,,,,,,,,,,,
23,Pittsburgh Penguins,Joseph Morrow\morrojo02,CA,D,18,2019,Portland (WHL),162,9,23,32,-12,62,,,,,,,5.4
24,Ottawa Senators,Matt Puempel\puempma01,CA,LW,18,2019,Peterborough (OHL),87,11,5,16,-10,30,,,,,,,1.0
25,Toronto Maple Leafs,Stuart Percy\percyst01,CA,D,18,2016,Mississauga St. Michael's (OHL),12,0,3,3,-6,2,,,,,,,0.0
26,Chicago Blackhawks,Phillip Danault\danauph01,CA,LW,18,2020,Victoriaville (QMJHL),339,50,125,175,35,154,,,,,,,15.6
27,Tampa Bay Lightning,Vladislav Namestnikov\namesvl01,RU,C,18,2020,London (OHL),425,83,106,189,7,227,,,,,,,18.3
28,Minnesota Wild,Zack Phillips\phillza01,CA,C,18,,Saint John (QMJHL),,,,,,,,,,,,,
29,Vancouver Canucks,Nicklas Jensen\jenseni01,DK,LW,18,2017,Oshawa (OHL),31,3,3,6,-5,10,,,,,,,0.2
30,Anaheim Ducks,Rickard Rakell\rakelri01,SE,RW,18,2020,Plymouth (OHL),447,129,154,283,-2,96,,,,,,,32.2
31,Edmonton Oilers,David Musil\musilda01,CA,D,18,2015,Vancouver (WCHL),4,0,2,2,-2,2,,,,,,,0.1
32,St. Louis Blues,Ty Rattie\rattity01,CA,RW,18,2019,Portland (WHL),99,13,17,30,-4,12,,,,,,,2.5
33,Florida Panthers,Rocco Grimaldi\grimaro01,US,C,18,2020,USA U-18 (USHL),156,20,34,54,2,28,,,,,,,4.6
34,New York Islanders,Scott Mayfield\mayfisc01,US,D,18,2020,Youngstown (USHL),229,14,40,54,12,219,,,,,,,11.6
35,Detroit Red Wings,Tomas Jurco\jurcoto01,SK,RW,18,2020,Saint John (QMJHL),213,22,30,52,-10,64,,,,,,,3.8
36,Chicago Blackhawks,Adam Clendening\clendad01,US,D,18,2019,Boston University (H-East),90,4,20,24,11,49,,,,,,,5.1
37,Columbus Blue Jackets,Boone Jenner\jennebo01,CA,C,18,2020,Oshawa (OHL),489,113,110,223,-7,303,,,,,,,22.8
38,Nashville Predators,Magnus Hellberg\hellbma01,SE,G,20,2017,Almtuna (Sweden-2),4,0,0,0,0,0,4,1,0,0,.868,2.71,0.0
39,Anaheim Ducks,John Gibson\gibsojo02,US,G,18,2020,USA U-18 (USHL),287,0,3,3,0,30,287,139,103,33,.918,2.53,54.4
40,Boston Bruins,Alexander Khokhlachev\khokhal01,RU,C,18,2016,Windsor (OHL),9,0,0,0,-4,2,,,,,,,-0.3
41,St. Louis Blues,Dmitrij Jaskin\jaskidm01,RU,RW,18,2019,Slavia Praha (Czech),303,27,42,69,12,88,,,,,,,5.0
42,Carolina Hurricanes,Victor Rask\raskvi01,SE,C,18,2020,Leksand (Sweden-2),405,70,109,179,-27,82,,,,,,,16.9
43,Chicago Blackhawks,Brandon Saad\saadbr01,US,LW,18,2020,Saginaw (OHL),588,169,178,347,51,108,,,,,,,40.5
44,Dallas Stars,Brett Ritchie\ritchbr01,CA,RW,18,2020,Sarnia (OHL),268,35,25,60,-2,177,,,,,,,5.0
45,Calgary Flames,Markus Granlund\granlma01,FI,C,18,2020,HIFK Jr. (Finland-Jr.),335,58,43,101,-40,86,,,,,,,7.8
46,St. Louis Blues,Joel Edmundson\edmunjo01,CA,D,18,2020,Moose Jaw (WHL),337,20,52,72,25,320,,,,,,,17.8
47,San Jose Sharks,Matthew Nieto\nietoma01,US,LW,18,2020,Boston University (H-East),472,62,89,151,-21,82,,,,,,,10.8
48,Detroit Red Wings,Xavier Ouellet\ouellxa01,FR,D,18,2020,Montreal (QMJHL),172,5,23,28,-2,80,,,,,,,6.3
49,Los Angeles Kings,Christopher Gibson\gibsoch01,FI,G,18,2019,Chicoutimi (QMJHL),14,0,0,0,0,0,14,3,4,3,.904,3.45,1.8
50,New York Islanders,Johan Sundstrom\sundsjo01,SE,C,18,2014,Frolunda (Sweden),11,0,1,1,0,6,,,,,,,-0.1
51,Phoenix Coyotes,Alexander Ruuttu\ruuttal01,US,C,18,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,,
52,Nashville Predators,Miikka Salomaki\salommi01,FI,RW,18,2020,Karpat (Finland),167,12,15,27,-2,76,,,,,,,0.9
53,Anaheim Ducks,William Karlsson\karlswi01,SE,C,18,2020,Vasteras Jr. (Sweden-Jr.),410,100,130,230,65,60,,,,,,,25.6
54,Pittsburgh Penguins,Scott Harrington\harrisc01,CA,D,18,2020,London (OHL),191,6,28,34,-4,65,,,,,,,6.3
55,Detroit Red Wings,Ryan Sproul\sproury01,CA,D,18,2018,Sault Ste. Marie (OHL),44,2,10,12,-14,12,,,,,,,1.1
56,Phoenix Coyotes,Lucas Lessio\lessilu01,CA,LW,18,2016,Oshawa (OHL),41,3,4,7,-11,12,,,,,,,-0.1
57,Calgary Flames,Tyler Wotherspoon\wothety01,CA,D,18,2017,Portland (WHL),30,0,5,5,-8,4,,,,,,,0.2
58,Tampa Bay Lightning,Nikita Kucherov\kucheni01,RU,LW,18,2020,CSKA Jr. (Russia-Jr.),515,221,326,547,128,261,,,,,,,69.6
59,Florida Panthers,Rasmus Bengtsson\bengtra01,SE,D,18,,Rogle Angleholm (Sweden-2),,,,,,,,,,,,,
60,Minnesota Wild,Mario Lucia\luciama01,US,LW,18,,Wayzata (High-MN),,,,,,,,,,,,,
61,Ottawa Senators,Shane Prince\princsh01,US,C,18,2018,Ottawa (OHL),128,12,26,38,-6,39,,,,,,,2.6
62,Edmonton Oilers,Samu Perhonen\perhosa01,FI,G,18,,JyP HT Jr. (Finland-Jr.),,,,,,,,,,,,,
63,New York Islanders,Andrey Pedan\pedanan01,LT,D,18,2016,Guelph (OHL),13,0,0,0,-3,18,,,,,,,-0.1
64,Florida Panthers,Vincent Trocheck\trochvi01,US,C,18,2020,Saginaw (OHL),427,112,172,284,-26,274,,,,,,,27.9
65,Anaheim Ducks,Joseph Cramarossa\cramajo01,CA,C,18,2017,Mississauga St. Michael's (OHL),59,4,6,10,0,60,,,,,,,0.6
66,Columbus Blue Jackets,T.J. Tynan\tynant.01,US,C,19,2020,U of Notre Dame (CCHA),19,0,1,1,-2,2,,,,,,,-0.3
67,Winnipeg Jets,Adam Lowry\lowryad01,US,LW,18,2020,Swift Current (WHL),408,57,66,123,4,215,,,,,,,8.9
68,Philadelphia Flyers,Nick Cousins\cousini01,CA,C,18,2020,Sault Ste. Marie (OHL),324,41,57,98,-15,138,,,,,,,8.0
69,New Jersey Devils,forfeited pick\forfe01,,,,,,,,,,,,,,,,,,
70,Chicago Blackhawks,Michael Paliotta\paliomi01,US,D,18,2016,USA U-18 (USHL),2,0,1,1,0,4,,,,,,,0.1
71,Vancouver Canucks,David Honzik\honzida01,CZ,G,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
72,New York Rangers,Steven Fogarty\fogarst01,US,C,18,2020,Edina High (High-MN),18,0,0,0,-2,2,,,,,,,-0.3
73,Carolina Hurricanes,Keegan Lowe\loweke02,US,D,18,2018,Edmonton (WHL),4,0,0,0,-3,10,,,,,,,-0.2
74,Edmonton Oilers,Travis Ewanyk\ewanytr01,CA,LW,18,,Edmonton (WHL),,,,,,,,,,,,,
75,New Jersey Devils,Blake Coleman\colembl01,US,C,19,2020,Indiana (USHL),246,57,38,95,-19,204,,,,,,,9.1
76,Florida Panthers,Logan Shaw\shawlo01,CA,RW,19,2020,Cape Breton (QMJHL),215,15,21,36,-10,35,,,,,,,1.3
77,Buffalo Sabres,Daniel Catenacci\catenda01,CA,C,18,2018,Sault Ste. Marie (OHL),12,0,0,0,-3,0,,,,,,,-0.3
78,Winnipeg Jets,Brennan Serville\servibr01,CA,D,18,,Stouffville (OJHL),,,,,,,,,,,,,
79,Chicago Blackhawks,Klas Dahlbeck\dahlbkl01,SE,D,20,2018,Linkoping (Sweden),170,6,17,23,-31,87,,,,,,,3.3
80,Los Angeles Kings,Andy Andreoff\andrean01,CA,LW,20,2020,Oshawa (OHL),173,13,12,25,-9,216,,,,,,,1.3
81,Boston Bruins,Anthony Camara\camaran01,CA,LW,18,,Saginaw (OHL),,,,,,,,,,,,,
82,Los Angeles Kings,Nick Shore\shoreni01,US,C,18,2020,Denver (WCHA),299,18,41,59,-14,98,,,,,,,2.0
83,Anaheim Ducks,Andy Welinski\welinan01,US,D,18,2019,Green Bay (USHL),33,1,5,6,-6,8,,,,,,,0.9
84,Phoenix Coyotes,Harrison Ruopp\ruoppha01,CA,D,18,,Prince Albert (WHL),,,,,,,,,,,,,
85,Detroit Red Wings,Alan Quine\quineal01,CA,C,18,2020,Peterborough (OHL),106,10,18,28,-5,22,,,,,,,1.6
86,Toronto Maple Leafs,Josh Leivo\leivojo01,CA,LW,18,2020,Sudbury (OHL),169,31,34,65,8,56,,,,,,,6.6
87,Florida Panthers,Jonathan Racine\racinjo01,CA,D,18,2014,Shawinigan (QMJHL),1,0,0,0,-1,2,,,,,,,-0.1
88,St. Louis Blues,Jordan Binnington\binnijo01,CA,G,18,2020,Owen Sound (OHL),83,0,1,1,0,4,83,54,18,8,.917,2.31,14.3
89,San Jose Sharks,Justin Sefton\seftoju01,CA,D,18,,Sudbury (OHL),,,,,,,,,,,,,
90,Vancouver Canucks,Alexandre Grenier\grenial01,CA,RW,20,2017,Halifax (QMJHL),9,0,0,0,-5,2,,,,,,,-0.3
91,Florida Panthers,Kyle Rau\rauky01,US,C,18,2019,Sioux Falls (High-MN),42,2,3,5,-4,6,,,,,,,-0.1
92,Edmonton Oilers,Dillon Simpson\simpsdi01,CA,D,18,2017,North Dakota (WCHA),3,0,0,0,0,2,,,,,,,0.0
93,Colorado Avalanche,Joachim Nermark\nermajo01,SE,C,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
94,Nashville Predators,Josh Shalla\shalljo01,CA,LW,19,,Saginaw (OHL),,,,,,,,,,,,,
95,New York Islanders,Robbie Russo\russoro01,US,D,18,2017,USA U-18 (USHL),19,0,0,0,2,2,,,,,,,0.5
96,Ottawa Senators,Jean-Gabriel Pageau\pageaje01,CA,C,18,2020,Gatineau (QMJHL),435,89,95,184,10,170,,,,,,,17.8
97,Montreal Canadiens,Josiah Didier\didiejo01,US,D,18,,Cedar Rapids (USHL),,,,,,,,,,,,,
98,Columbus Blue Jackets,Mike Reilly\reillmi01,US,D,18,2020,Shattuck St. Mary's (High-MN),204,8,45,53,-14,76,,,,,,,7.9
99,New Jersey Devils,Reid Boucher\bouchre01,US,RW,18,2019,USA U-18 (USHL),133,20,22,42,-33,18,,,,,,,3.3
100,Toronto Maple Leafs,Tom Nilsson\nilssto01,SE,D,18,,Mora Jr. (Sweden-Jr.),,,,,,,,,,,,,
101,Vancouver Canucks,Joseph Labate\labatjo01,US,C,18,2017,Holy Angels (High-MN),13,0,0,0,-2,21,,,,,,,-0.2
102,St. Louis Blues,Yannick Veilleux\veillya01,CA,LW,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
103,Carolina Hurricanes,Gregory Hofmann\hofmagr01,CH,C,18,,Ambri (Swiss),,,,,,,,,,,,,
104,Calgary Flames,John Gaudreau\gaudrjo01,US,LW,18,2020,Dubuque (USHL),464,151,294,445,19,100,,,,,,,48.4
105,Dallas Stars,Emil Molin\molinem01,SE,RW,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,
106,New York Rangers,Michael St. Croix\st.crmi01,CA,C,18,,Edmonton (WHL),,,,,,,,,,,,,
107,Buffalo Sabres,Colin Jacobs\jacobco01,US,C,18,,Seattle (WHL),,,,,,,,,,,,,
108,Montreal Canadiens,Olivier Archambault\archaol01,CA,LW,18,,Val-d'Or (QMJHL),,,,,,,,,,,,,
109,Chicago Blackhawks,Maxim Shalunov\shaluma01,RU,RW,18,,Chelyabinsk Jr. (Russia-Jr.),,,,,,,,,,,,,
110,Los Angeles Kings,Michael Mersch\merscmi01,US,LW,18,2016,Wisconsin (WCHA),17,1,2,3,1,0,,,,,,,0.2
111,Phoenix Coyotes,Kale Kessy\kessyka01,CA,LW,18,,Medicine Hat (WHL),,,,,,,,,,,,,
112,Nashville Predators,Garrett Noonan\noonaga01,US,D,20,,Boston University (H-East),,,,,,,,,,,,,
113,Montreal Canadiens,Magnus Nygren\nygrema01,SE,D,21,,Farjestad (Sweden),,,,,,,,,,,,,
114,Edmonton Oilers,Tobias Rieder\riedeto01,DE,C,18,2020,Kitchener (OHL),434,59,79,138,-80,50,,,,,,,7.8
115,Detroit Red Wings,Marek Tvrdon\tvrdoma01,SK,RW,18,,Vancouver (WCHL),,,,,,,,,,,,,
116,Philadelphia Flyers,Colin Suellentrop\suellco01,US,D,18,,Oshawa (OHL),,,,,,,,,,,,,
117,Washington Capitals,Steffen Soberg\soberst01,NO,G,18,,Manglerud (Norway),,,,,,,,,,,,,
118,Philadelphia Flyers,Marcel Noebels\noebema01,DE,LW,19,,Seattle (WHL),,,,,,,,,,,,,
119,Winnipeg Jets,Zachary Yuen\yuenza01,CA,D,18,,Tri-City (WHL),,,,,,,,,,,,,
120,Vancouver Canucks,Ludwig Blomstrand\blomslu01,SE,LW,18,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,,
121,Boston Bruins,Brian Ferlin\ferlibr01,US,RW,19,2015,Indiana (USHL),7,0,1,1,0,0,,,,,,,0.0
122,Edmonton Oilers,Martin Gernat\gernama01,SK,D,18,,Kosice Jr. (Slovak-Jr.),,,,,,,,,,,,,
123,Colorado Avalanche,Garrett Meurs\meursga01,CA,C,18,,Plymouth (OHL),,,,,,,,,,,,,
124,Florida Panthers,Yaroslav Kosov\kosovya01,RU,C,18,,Magnitogorsk Jr. (Russia-Jr.),,,,,,,,,,,,,
125,New York Islanders,John Persson\perssjo01,SE,LW,19,2014,Red Deer (WHL),10,1,0,1,-4,6,,,,,,,-0.2
126,Ottawa Senators,Fredrik Claesson\claesfr01,SE,D,18,2020,Djurgarden (Sweden),155,7,21,28,-4,50,,,,,,,5.5
127,New York Islanders,Brenden Kichton\kichtbr01,CA,D,19,,Spokane (WHL),,,,,,,,,,,,,
128,Columbus Blue Jackets,Seth Ambroz\ambrose01,US,RW,18,,Omaha (USHL),,,,,,,,,,,,,
129,New Jersey Devils,Blake Pietila\pietibl01,US,LW,18,2019,USA U-18 (USHL),38,1,3,4,-12,12,,,,,,,-0.6
130,Toronto Maple Leafs,Tony Cameranesi\camerto01,US,C,18,,Wayzata (High-MN),,,,,,,,,,,,,
131,Minnesota Wild,Nick Seeler\seeleni01,US,D,18,2020,Eden Prairie (High-MN),105,2,10,12,-2,100,,,,,,,3.0
132,St. Louis Blues,Niklas Lundstrom\lundsni01,SE,G,18,,AIK Jr. (Sweden-Jr.),,,,,,,,,,,,,
133,San Jose Sharks,Sean Kuraly\kuralse01,US,C,18,2020,Indiana (USHL),223,20,39,59,-2,114,,,,,,,3.3
134,New York Rangers,Shane McColgan\mccolsh01,US,RW,18,,Kelowna (WHL),,,,,,,,,,,,,
135,Dallas Stars,Troy Vance\vancetr01,US,D,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
136,New York Rangers,Samuel Noreau\noreasa01,CA,D,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
137,Buffalo Sabres,Alex Lepkowski\lepkoal01,US,D,18,,Barrie (OHL),,,,,,,,,,,,,
138,Montreal Canadiens,Darren Dietz\dietzda01,CA,D,18,2016,Saskatoon (WHL),13,1,4,5,-1,13,,,,,,,0.8
139,Chicago Blackhawks,Andrew Shaw\shawan01,CA,C,20,2020,Owen Sound (OHL),530,114,129,243,29,567,,,,,,,25.8
140,Los Angeles Kings,Joel Lowry\lowryjo01,US,LW,19,,Victoria (WHL),,,,,,,,,,,,,
141,Phoenix Coyotes,Darian Dziurzynski\dziurda02,CA,LW,20,,Saskatoon (WHL),,,,,,,,,,,,,
142,Nashville Predators,Simon Karlsson\karlssi01,SE,D,18,,Malmo Jr. (Sweden-Jr.),,,,,,,,,,,,,
143,Anaheim Ducks,Max Friberg\fribema01,SE,LW,18,2016,Skovde (Sweden-3),6,0,0,0,-1,2,,,,,,,-0.1
144,Pittsburgh Penguins,Dominik Uher\uherdo01,CZ,C,18,2015,Spokane (WHL),2,0,0,0,-1,0,,,,,,,-0.1
145,Detroit Red Wings,Philippe Hudon\hudonph01,CA,C/RW,18,,Choate-Rosemary (High-CT),,,,,,,,,,,,,
146,Detroit Red Wings,Mattias Backman\backmma01,SE,D,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
147,Washington Capitals,Patrick Koudys\koudypa01,CA,D,18,,RPI (ECAC),,,,,,,,,,,,,
148,Tampa Bay Lightning,Nikita Nesterov\nesteni01,RU,D,18,2017,Chelyabinsk Jr. (Russia-Jr.),132,9,24,33,0,81,,,,,,,6.5
149,Winnipeg Jets,Austen Brassard\brassau01,CA,RW,18,,Belleville (OHL),,,,,,,,,,,,,
150,Vancouver Canucks,Frank Corrado\corrafr01,CA,D,18,2018,Sudbury (OHL),76,3,5,8,-24,40,,,,,,,0.3
151,Boston Bruins,Rob O'Gara\ogararo01,US,D,18,2018,Milton Academy (High-MA),33,0,3,3,-6,6,,,,,,,0.4
152,Toronto Maple Leafs,David Broll\brollda01,CA,LW,18,2014,Sault Ste. Marie (OHL),5,0,1,1,1,5,,,,,,,0.1
153,Colorado Avalanche,Gabriel Beaupre\beaupga01,CA,D,18,,Val-d'Or (QMJHL),,,,,,,,,,,,,
154,Florida Panthers,Eddie Wittchow\wittced01,US,D,18,,Burnsville (High-MN),,,,,,,,,,,,,
155,Phoenix Coyotes,Andrew Fritsch\fritsan01,CA,RW,18,,Owen Sound (OHL),,,,,,,,,,,,,
156,Ottawa Senators,Darren Kramer\krameda01,CA,C,19,,Spokane (WHL),,,,,,,,,,,,,
157,Winnipeg Jets,Jason Kasdorf\kasdoja01,CA,G,19,2016,Portage (MJHL),1,0,0,0,0,0,1,0,1,0,.867,4.00,0.0
158,Columbus Blue Jackets,Lukas Sedlak\sedlalu01,CZ,C,18,2019,Ceske Budejovice Jr. (Czech),162,15,12,27,2,56,,,,,,,2.0
159,New Jersey Devils,Reece Scarlett\scarlre01,CA,D,18,,Swift Current (WHL),,,,,,,,,,,,,
160,Anaheim Ducks,Josh Manson\mansojo01,CA,D,19,2020,Salmon Arm (BCHL),385,21,76,97,42,348,,,,,,,24.4
161,Minnesota Wild,Steve Michalek\michast01,US,G,18,,Loomis-Chaffee (High-CT),,,,,,,,,,,,,
162,St. Louis Blues,Ryan Tesink\tesinry01,CA,C,18,,Saint John (QMJHL),,,,,,,,,,,,,
163,Carolina Hurricanes,Matt Mahalak\mahalma01,US,G,18,,Plymouth (OHL),,,,,,,,,,,,,
164,Calgary Flames,Laurent Brossoit\brossla01,CA,G,18,2020,Edmonton (WHL),68,0,1,1,0,0,68,26,26,5,.906,2.91,9.5
165,Dallas Stars,Matej Stransky\stranma01,CZ,RW,18,,Saskatoon (WHL),,,,,,,,,,,,,
166,San Jose Sharks,Daniil Sobchenko\sobchda01,UA,C,20,,Yaroslavl (KHL),,,,,,,,,,,,,
167,Buffalo Sabres,Nathan Lieuwen\lieuwna01,CA,G,20,2014,Kootenay (WHL),7,0,0,0,,0,7,1,4,0,.906,2.97,1.0
168,Montreal Canadiens,Daniel Pribyl\pribyda01,CZ,C,18,,Sparta Jr. (Czech),,,,,,,,,,,,,
169,Chicago Blackhawks,Sam Jardine\jardisa01,CA,D,18,,Camrose (AJHL),,,,,,,,,,,,,
170,Nashville Predators,Chase Balisy\balisch01,US,C,19,2018,Western Michigan (CCHA),8,0,0,0,-2,0,,,,,,,-0.2
171,Ottawa Senators,Max McCormick\mccorma01,US,LW,19,2019,Sioux City (USHL),71,6,4,10,-18,78,,,,,,,-0.1
172,New York Rangers,Peter Ceresnak\cerespe01,SK,D,18,,Trencin Jr. (Slovak-Jr.),,,,,,,,,,,,,
173,Toronto Maple Leafs,Dennis Robertson\roberde01,CA,D,20,,Brown (ECAC),,,,,,,,,,,,,
174,Pittsburgh Penguins,Josh Archibald\archijo01,CA,W,18,2020,Brainerd-High (High-MN),183,32,25,57,-6,56,,,,,,,5.6
175,Detroit Red Wings,Richard Nedomlel\nedomri01,CZ,D,18,,Swift Current (WHL),,,,,,,,,,,,,
176,Philadelphia Flyers,Petr Placek\placepe01,CZ,RW,18,,Hotchkiss School (High-CT),,,,,,,,,,,,,
177,Washington Capitals,Travis Boyd\boydtr01,US,C,18,2020,USA U-18 (USHL),85,8,23,31,17,10,,,,,,,2.9
178,Tampa Bay Lightning,Adam Wilcox\wilcoad01,US,G,18,2018,Green Bay (USHL),1,0,0,0,0,0,1,0,1,0,1.000,0.00,0.2
179,San Jose Sharks,Dylan Demelo\demeldy01,CA,D,18,2020,Mississauga St. Michael's (OHL),269,7,57,64,4,131,,,,,,,11.9
180,Vancouver Canucks,Pathrik Westerholm\westepa01,SE,C,19,,Malmo (Sweden-2),,,,,,,,,,,,,
181,Boston Bruins,Lars Volden\voldela01,NO,G,19,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,
182,Edmonton Oilers,Frans Tuohimaa\tuohifr01,FI,G,20,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,,
183,Colorado Avalanche,Dillon Donnelly\donnedi01,US,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
184,Florida Panthers,Iiro Pakarinen\pakarii01,FI,RW,20,2018,KalPa Kuopio (Finland),134,10,13,23,-11,18,,,,,,,1.0
185,New York Islanders,Mitchell Theoret\theormi01,CA,C,18,,Niagara (OHL),,,,,,,,,,,,,
186,Ottawa Senators,Jordan Fransoo\fransjo02,CA,D,18,,Brandon (WHL),,,,,,,,,,,,,
187,Winnipeg Jets,Aaron Harstad\harstaa01,US,D,19,,Green Bay (USHL),,,,,,,,,,,,,
188,Columbus Blue Jackets,Anton Forsberg\forsban01,SE,G,18,2020,MODO Jr. (Sweden-Jr.),48,0,1,1,0,0,48,12,25,4,.901,3.22,5.5
189,New Jersey Devils,Patrick Daly\dalypa01,US,D,19,,Benilde-St.Margaret's (High-MN),,,,,,,,,,,,,
190,Toronto Maple Leafs,Garret Sparks\sparkga01,US,G,18,2020,Guelph (OHL),38,0,0,0,0,0,38,14,18,2,.897,3.10,4.3
191,Minnesota Wild,Tyler Graovac\graovty01,CA,C,18,2020,Ottawa (OHL),70,9,2,11,1,14,,,,,,,1.0
192,St. Louis Blues,Teemu Eronen\eronete01,FI,D,20,,Jokerit (Finland),,,,,,,,,,,,,
193,Carolina Hurricanes,Brody Sutter\suttebr05,CA,C,19,2016,Lethbridge (WHL),12,0,0,0,-6,0,,,,,,,-0.4
194,San Jose Sharks,Colin Blackwell\blackco01,US,C,18,2020,St. John's Prep (High-MA),33,3,7,10,6,12,,,,,,,0.9
195,Dallas Stars,Jyrki Jokipakka\jokipjy01,FI,D,20,2017,Ilves Tampere (Finland),150,3,25,28,-2,34,,,,,,,4.6
196,Phoenix Coyotes,Zac Larraza\larraza01,US,LW,18,,USA U-18 (USHL),,,,,,,,,,,,,
197,Buffalo Sabres,Brad Navin\navinbr01,US,C,19,,Waupaca (High-WI),,,,,,,,,,,,,
198,Montreal Canadiens,Colin Sullivan\sullico01,US,D,18,,Avon Old Farms (High-CT),,,,,,,,,,,,,
199,Chicago Blackhawks,Alex Broadhurst\broadal01,US,C,18,2018,Green Bay (USHL),2,0,0,0,0,2,,,,,,,0.0
200,Los Angeles Kings,Michael Schumacher\schummi01,SE,LW,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
201,Tampa Bay Lightning,Matthew Peca\pecama01,CA,C,18,2020,Pembroke (CCHL),73,6,13,19,-15,6,,,,,,,0.5
202,Nashville Predators,Brent Andrews\andrebr01,CA,LW,18,,Halifax (QMJHL),,,,,,,,,,,,,
203,Toronto Maple Leafs,Max Everson\eversma01,US,D,18,,Edina High (High-MN),,,,,,,,,,,,,
204,Ottawa Senators,Ryan Dzingel\dzingry01,US,C,19,2020,Lincoln (USHL),332,74,93,167,-12,135,,,,,,,16.2
205,Detroit Red Wings,Alexei Marchenko\marchal01,RU,D,19,2017,CSKA (KHL),121,4,17,21,5,26,,,,,,,5.3
206,Philadelphia Flyers,Derek Mathers\mathede01,CA,RW,18,,Peterborough (OHL),,,,,,,,,,,,,
207,Washington Capitals,Garrett Haar\haarga01,US,D,18,,Fargo (USHL),,,,,,,,,,,,,
208,Tampa Bay Lightning,Ondrej Palat\palaton01,CZ,LW,20,2020,Drummondville (QMJHL),496,110,218,328,131,151,,,,,,,37.4
209,Pittsburgh Penguins,Scott Wilson\wilsosc01,CA,C/LW,19,2020,Georgetown (OJHL),193,20,31,51,-27,58,,,,,,,2.8
210,Vancouver Canucks,Henrik Tommernes\tommehe01,SE,D,21,,Frolunda (Sweden),,,,,,,,,,,,,
211,Chicago Blackhawks,Johan Mattsson\mattsjo01,SE,G,19,,Sodertalje Jr. (Sweden-Jr.),,,,,,,,,,,,,
1,Edmonton Oilers,Taylor Hall\hallta02,CA,LW,18,2020,Windsor (OHL),627,218,345,563,-42,350,,,,,,,65.1
2,Boston Bruins,Tyler Seguin\seguity01,CA,C,18,2020,Plymouth (OHL),741,279,356,635,82,223,,,,,,,79.9
3,Florida Panthers,Erik Gudbranson\gudbrer01,CA,D,18,2020,Kingston (OHL),518,20,53,73,-90,581,,,,,,,12.0
